LST,NDBI,NDMI,NDVI,latitude,longitude,.geo
39.58008934,-0.146403641,0.146403641,0.504065454,-7.781071985,110.4386693,"{""type"":""Point"",""coordinates"":[110.43866925340804,-7.781071984754573]}"
39.03224881,-0.263932556,0.263932556,0.745345712,-7.884563889,110.3992283,"{""type"":""Point"",""coordinates"":[110.39922834617772,-7.884563889195839]}"
35.15943705,-0.329325914,0.329325914,0.651317775,-7.692088046,110.4636245,"{""type"":""Point"",""coordinates"":[110.46362452962626,-7.6920880457453835]}"
38.08472394,0.008246015,-0.008246015,0.502056241,-7.782199066,110.2374816,"{""type"":""Point"",""coordinates"":[110.23748156268864,-7.782199065916134]}"
36.07449173,-0.247565836,0.247565836,0.59539932,-7.829235877,110.254116,"{""type"":""Point"",""coordinates"":[110.25411603622376,-7.829235877206804]}"
39.49830213,-0.158335447,0.158335447,0.624340951,-7.93464866,110.3493874,"{""type"":""Point"",""coordinates"":[110.34938737879838,-7.934648659500096]}"
42.14364149,-0.114334114,0.114334114,0.374433696,-7.743793958,110.4516164,"{""type"":""Point"",""coordinates"":[110.45161638535089,-7.743793957775817]}"
38.94853856,-0.081239432,0.081239432,0.601878703,-7.851888533,110.2416921,"{""type"":""Point"",""coordinates"":[110.2416921138828,-7.851888533100192]}"
38.57990543,-0.387912989,0.387912989,0.751089275,-7.843212698,110.3575056,"{""type"":""Point"",""coordinates"":[110.35750563519852,-7.843212697945624]}"
35.34791275,-0.202750236,0.202750236,0.749470294,-7.846211643,110.4765989,"{""type"":""Point"",""coordinates"":[110.47659886894071,-7.846211643058332]}"
36.30100187,-0.102792695,0.102792695,0.528288543,-7.834536752,110.2959315,"{""type"":""Point"",""coordinates"":[110.2959314846077,-7.834536752415281]}"
34.65158002,-0.344848722,0.344848722,0.803137541,-7.815595887,110.4399498,"{""type"":""Point"",""coordinates"":[110.43994980558836,-7.815595886641261]}"
35.30846755,-0.267906964,0.267906964,0.684169352,-7.682262002,110.3562,"{""type"":""Point"",""coordinates"":[110.35620003760634,-7.682262001514267]}"
34.95268058,-0.263098627,0.263098627,0.663388252,-7.745794743,110.2929193,"{""type"":""Point"",""coordinates"":[110.2929193377724,-7.7457947425451446]}"
37.98186045,-0.274729848,0.274729848,0.697243929,-7.751342422,110.478624,"{""type"":""Point"",""coordinates"":[110.47862396779993,-7.751342422007656]}"
32.60396605,-0.381091982,0.381091982,0.815925419,-7.653608071,110.3454894,"{""type"":""Point"",""coordinates"":[110.34548942942556,-7.653608070960816]}"
37.74066256,-0.116884731,0.116884731,0.5494712,-7.720692348,110.3454507,"{""type"":""Point"",""coordinates"":[110.34545069612112,-7.720692347933064]}"
40.18554223,0.098277546,-0.098277546,0.31456992,-7.779062688,110.3289813,"{""type"":""Point"",""coordinates"":[110.32898125082535,-7.7790626882351]}"
